Codigo,cluster
504205478,2
573606125,1
580904349,1
6807900705,1
504003261,1
6809200708,1
519705593,1
6840600724,1
5451800372,2
6829600719,1
588702284,1
1381000027,1
2366000232,2
535302381,1
585602382,1
1777700054,1
4411000280,1
565605092,1
1717400685,2
2003200315,1
7686301656,1
1354900095,1
562805107,1
6846400727,1
4725800059,1
503801538,1
530806104,1
566002277,1
586101452,1
6657200816,1
6850000728,1
7624804722,1
4403500718,1
2318200520,1
6844400726,1
569004837,1
536004339,2
540002420,1
7656304082,1
6817600712,1
1347300231,1
549004811,1
8100100077,2
507904077,1
557605929,1
564903983,1
1704200608,1
6319000522,1
6327200491,1
6330200430,1
512902146,2
2548600037,1
6645600288,1
1559900712,1
6631800799,1
7624602104,1
4485500391,1
531005015,1
566404481,1
521202308,1
6617000278,2
4409800335,1
4179700482,1
4409000227,1
7612202210,1
7082001083,1
1900100023,2
2078700289,1
4107800352,1
563102206,1
6369000502,1
5059000885,1
4137800382,1
8179400206,2
4150300480,1
6841803331,1
4167600415,1
5031300789,1
1504700599,1
2367000663,1
6854900770,1
6867300774,1
6832200784,1
6832400751,1
1582000177,1
4151800475,1
1910000114,1
6816703334,1
6882000767,1
7302600113,1
7368600301,1
7355501031,1
5235600356,2
8501000190,1
5015000838,1
843600078,1
4754100085,1
8173600067,2
5031300522,2
5000100529,2
1765300646,1
875800147,2
1800100025,2
7600103954,2
7662201709,2
1744400866,1
1761400874,1
1761600520,1
4442000396,1
5237800240,1
1522300713,1
7340800729,1
7322601043,1
7300101047,2
7686904128,1
1969800016,2
500102144,2
1700100871,1
7640001655,1
5231700660,1
2051700518,1
2025000617,1
7600105115,2
7387000770,1
2574300381,1
7661601689,1
7689204073,2
7387300686,1
7367500705,1
7040001087,1
2077000094,1
5031800018,1
5057300003,1
7623303228,1
1344200163,1
7684503265,1
5028700541,1
7067800809,1
7077100200,1
7385400464,1
2547300303,1
7361601094,1
5000600169,1
4124400452,1
7327501053,1
7306700818,1
7314800104,1
7605401652,1
7346100891,1
8500100001,2
1545500726,1
1546900823,1
1575900798,2
7341100687,2
7021500380,2
2017800568,1
1532201084,2
7340800737,1
7352001095,1
5261201394,1
6347000468,1
2000100431,2
7682302201,1
5225000974,1
7610901750,1
5283500260,2
7303001018,1
7331900990,1
7334701099,1
7348301012,1
7611301701,1
5269300351,1
7367100704,1
1701300879,1
7344301021,1
2038300453,1
7350400703,1
7316800905,2
2006000532,1
561501376,2
7304301056,1
7334900926,1
7326800794,2
7323600925,1
7624301653,1
6321200503,1
7631802027,1
7321700924,1
2023800531,1
7354700941,1
7328301040,1
7362400815,1
7603601707,1
7356300391,1
7604104065,1
6354800003,1
7610002524,1
7386100730,1
7362201039,1
7625001649,1
7637701768,1
7377000423,1
7315201042,1
7367800911,1
7335200795,1
800101335,2
7000100066,2
7600103799,2
1900100031,2
854900461,1
2000100366,1
7614700672,1
5235601503,1
503605108,1
536804833,1
7358501092,1
1969800026,1
7600103959,2
7600103956,2
7600103957,2
7600102523,1
8544000422,2
6300100460,2
1575900490,1
4724500007,1
6821100715,1
852000074,1
1518500633,1
1527600741,1
7026500994,1
7041800138,1
7050800480,1
1582200742,1
883200149,1
1324400091,1
1566000703,1
6824500755,1
4188500319,1
4179900530,1
6846800791,1
1558000813,1
6857300783,1
1560000810,1
7052301085,1
1575500776,1
5268501378,1
6820900769,1
5201901434,1
5240501543,1
7070800117,1
5238501829,1
6868600762,1
6812100759,1
7071700270,1
1584200772,1
1563200812,1
6870500788,1
1583200481,1
884900119,1
863800155,1
6827600718,1
5225601409,1
1749500887,1
1787300832,1
1744600462,1
6817900766,1
1580400271,1
4755500266,1
4166800437,1
6877000742,1
2057000236,1
500102393,1
515402201,2
5268300609,1
1800157031,1
6607500752,1
5222700321,1
814100159,1
4716100250,1
6826600764,1
537605926,1
4484700401,2
857300145,1
528202171,1
868500110,1
4113200477,1
7630602525,1
536002121,1
7673604710,1
863800154,2
1744200161,1
4139600407,2
4155100479,2
1748600463,1
1766500595,1
7689504656,2
1786700720,1
1705000691,1
1700100873,2
6300100354,2
4161500518,1
2736100077,1
5449800547,2
2055000213,1
523705948,1
8675700021,1
536404768,1
2515400077,1
1330000551,1
565902159,1
589303227,1
2017500360,1
6807700704,1
6874500740,1
2040000670,1
2044300084,1
520604780,1
1307400031,1
5426100939,1
548004916,1
532104429,1
500106086,2
510102139,1
1738800511,1
549504915,1
588502112,1
6313000403,2
513405930,1
565805591,1
1364700291,1
1305200030,1
2022800382,1
2001100126,1
1314000157,1
1318800295,1
4720500061,1
842100144,1
4746000051,1
7649701650,1
2061400328,1
4767500060,1
7071300390,1
1367300489,1
1378000062,1
2700100026,2
5487400973,1
1360000305,1
2071000005,1
1304200268,1
4134900484,1
5440501008,1
7074200350,1
4754500046,1
4766000050,1
1300600159,1
1754100878,1
1365700119,1
1366700158,1
1367000076,1
1389400026,1
4770300103,1
1365000099,1
1346800078,1
1368300232,1
1383600136,1
7689001767,1
5267800613,1
4148300388,1
4705300246,1
1368800003,1
508805618,2
8657300185,1
2062100580,1
4180700402,1
4101300301,1
4177000420,1
531504586,1
6832003332,1
531802436,1
6868400738,1
7640301647,1
1324400493,2
4437800346,1
2524500057,1
2578500060,1
4484700332,1
4407800307,1
2029500567,1
566505514,1
531305109,1
566701512,1
502105098,1
505102323,1
7636403795,1
6340100123,1
8621900017,1
526402309,1
2512600353,1
2001100572,2
6875500799,2
5481001073,1
7070800331,1
2385500671,1
8686500010,1
6359400821,1
4427900373,1
509104572,1
511305596,1
514501585,1
2573600017,1
4130600423,1
6813200752,1
1743300523,1
6814700710,1
1727200820,1
6311100048,1
585806294,1
513804914,1
4101600376,1
4718900242,2
1738000519,2
503004374,1
554306299,1
1566700804,1
2318900473,1
504405014,1
565206016,1
1540700841,1
530604477,1
2300100482,2
548305928,1
7612601703,1
564204576,1
1787700827,1
2004500439,1
6866900735,1
6885500743,1
7660602126,1
1708800584,1
2720500085,1
2531700044,1
4135900424,1
1766200119,1
2778700097,1
2380700106,1
1524400844,1
9500100001,2
2031000521,1
520905819,1
569702427,1
536104505,1
544005273,1
1700100817,2
5203600988,1
5249001485,1
7320001030,1
1326800021,1
5222400914,1
5220700926,1
2528100212,1
5256500972,1
7067001086,1
5221500902,1
1980700017,1
5228701440,1
5278801372,1
5235200407,1
5239900886,1
5221001762,1
7082301084,1
5258500933,1
5250601433,1
7011000166,1
5243500903,1
5272001059,1
5242700696,1
5232301390,1
5288501383,1
5238101502,1
5283500905,2
5232000371,1
5257300562,1
5226001436,1
6830700720,2
1982100040,1
2357400723,1
2358600743,1
2367200469,1
5200100107,1
1513500344,1
7020401082,1
5241801463,1
7023301088,1
6826400754,1
6801300763,1
7023500131,1
6853300753,1
6886700773,1
5225401388,1
1546400575,1
5205101413,1
1523200705,1
1587900720,1
5256000237,1
6857500732,1
2001300591,1
7683404652,2
5239900234,2
503102091,1
509302371,1
6838500723,1
6819000713,1
6822900716,1
8541000080,1
7667001675,1
8632000024,1
5417201083,2
1374400494,1
4179100333,1
8688500198,1
2306800238,1
2367500702,1
585404577,1
550105569,1
2526900049,2
6604500806,1
7682803293,1
1751300605,1
4755100064,2
5434701355,1
6839700757,1
2537200314,1
6816900756,1
7000100028,2
2335000471,1
2309000660,1
2341900590,1
5400100191,1
5208301384,1
2522400277,1
2330000347,1
867500464,1
2579300131,1
5225801507,1
5269901368,1
1577400427,1
6872000760,1
5220301389,1
1521200806,1
5269401373,1
1537700539,1
5224001399,1
5202201506,1
5254001487,1
1529300501,1
5247301525,1
2548900276,1
5268701557,1
6832700765,1
5248001387,1
5269601494,1
1577600707,1
5252001392,1
5211001504,1
5262101493,1
5278601536,1
1886002001,2
8656900199,1
1533200584,1
4456000345,1
9900100006,2
